Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
21,1646244428030,02/03/2022 18:07:08,1646244427997,0,02/03/2022 18:07:07,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,37,19,1,Screen 1,continueButton,response_rating_scale_likert_active,4061,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan for health reasons,24/02/2022 16:58,24/02/2022 17:03,R_12SwVlFWhtN72N2,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Once or twice a year,24,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,6,1,For,For
22,1646244430011,02/03/2022 18:07:10,1646244429968,0,02/03/2022 18:07:09,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,4,20,1,Screen 1,continueButton,response_rating_scale_likert_active,1953.0000000000143,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I love meat too much.,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,1,For,Against
23,1646244434124,02/03/2022 18:07:14,1646244434085,0,02/03/2022 18:07:14,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,36,21,1,Screen 1,continueButton,response_rating_scale_likert_active,4097,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't see any harm in eating animal produts (in terms of their health),24/02/2022 16:58,24/02/2022 17:03,R_12SwVlFWhtN72N2,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Once or twice a year,24,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,6,3,For,Against
24,1646244439156,02/03/2022 18:07:19,1646244439090,0,02/03/2022 18:07:19,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,33,22,1,Screen 1,continueButton,response_rating_scale_likert_active,4985,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"being healthy. Eating meat is considered to be unhealthy. People who are vegan feel better, they get sick less",24/02/2022 16:50,24/02/2022 17:01,R_1feBl1EgjD9sS0W,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,Most months,28,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,5,3,For,For
25,1646244442812,02/03/2022 18:07:22,1646244442767,0,02/03/2022 18:07:22,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,29,23,1,Screen 1,continueButton,response_rating_scale_likert_active,3655,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,people have always eaten meat. I don't see the point of elimination of meat,24/02/2022 16:50,24/02/2022 17:01,R_1feBl1EgjD9sS0W,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,Most months,28,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,5,2,For,Against
26,1646244446089,02/03/2022 18:07:26,1646244446039,0,02/03/2022 18:07:26,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,32,24,1,Screen 1,continueButton,response_rating_scale_likert_active,3253,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,well-being. Person who is vegan can feel better with herself/himself,24/02/2022 16:50,24/02/2022 17:01,R_1feBl1EgjD9sS0W,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,Most months,28,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,5,2,For,For
27,1646244449370,02/03/2022 18:07:29,1646244449333,0,02/03/2022 18:07:29,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,58,25,1,Screen 1,continueButton,response_rating_scale_likert_active,3272,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Humans are omnivores and need meat in order to be healthy.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,1,For,Against
28,1646244451371,02/03/2022 18:07:31,1646244451322,0,02/03/2022 18:07:31,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,20,26,1,Screen 1,continueButton,response_rating_scale_likert_active,1966.9999999999857,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan because I am doing it for my health.,24/02/2022 16:48,24/02/2022 16:59,R_2Wx4CW5Ir4FULQt,YES,Yes,Somewhat Confident,NA,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",I really enjoyed this study. It was quite thought provoking and made me realise that I do not try to shove veganism down people's throat.,3,2,For,For
29,1646244453739,02/03/2022 18:07:33,1646244453675,0,02/03/2022 18:07:33,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,44,27,1,Screen 1,continueButton,response_rating_scale_likert_active,2333,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,If done correctly veganism can greatly benefit your health.,24/02/2022 16:54,24/02/2022 17:03,R_3Ofgy4rEZ8ZwHB1,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Most months,19,Female,NA,No formal qualifications,NA,7,2,For,For
30,1646244455802,02/03/2022 18:07:35,1646244455763,0,02/03/2022 18:07:35,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,6,28,1,Screen 1,continueButton,response_rating_scale_likert_active,2068,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I think going vegan is too expensive,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,3,For,Against
31,1646244457421,02/03/2022 18:07:37,1646244457388,0,02/03/2022 18:07:37,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,24,29,1,Screen 1,continueButton,response_rating_scale_likert_active,1604.0000000000146,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I think it isn't a healthy diet,24/02/2022 16:53,24/02/2022 17:01,R_3kb6UAVBbutvyD6,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",NA,4,3,For,Against
32,1646244459707,02/03/2022 18:07:39,1646244459668,0,02/03/2022 18:07:39,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,40,30,1,Screen 1,continueButton,response_rating_scale_likert_active,2261,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"One vegan won't make a difference in the big picture, so why bother.",24/02/2022 16:54,24/02/2022 17:03,R_3Ofgy4rEZ8ZwHB1,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Most months,19,Female,NA,No formal qualifications,NA,7,1,For,Against
33,1646244461394,02/03/2022 18:07:41,1646244461353,0,02/03/2022 18:07:41,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,10,31,1,Screen 1,continueButton,response_rating_scale_likert_active,1668,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I like meat too much,24/02/2022 16:50,24/02/2022 16:58,R_2a8LTgFff8HGwLo,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Strongly Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Disagree,Rarely,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,2,1,For,Against
34,1646244463785,02/03/2022 18:07:43,1646244463754,0,02/03/2022 18:07:43,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,28,32,1,Screen 1,continueButton,response_rating_scale_likert_active,2381.9999999999854,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Meat give my a lot of strenght,24/02/2022 16:50,24/02/2022 17:01,R_1feBl1EgjD9sS0W,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,Most months,28,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,5,1,For,Against
35,1646244466208,02/03/2022 18:07:46,1646244466170,0,02/03/2022 18:07:46,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,41,33,1,Screen 1,continueButton,response_rating_scale_likert_active,2397,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It can be difficult and expensive.,24/02/2022 16:54,24/02/2022 17:03,R_3Ofgy4rEZ8ZwHB1,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Most months,19,Female,NA,No formal qualifications,NA,7,2,For,Against
36,1646244468551,02/03/2022 18:07:48,1646244468511,0,02/03/2022 18:07:48,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,53,34,1,Screen 1,continueButton,response_rating_scale_likert_active,2323,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,It is really hard to have a social life with so many restrictions,24/02/2022 16:58,24/02/2022 17:04,R_4I6IGcZhPSbxrR7,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Agree,Neither Agree nor Disagree,Disagree,Most weeks,Most days,25,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",I am very happy to fill something with this subject.,9,2,For,Against
37,1646244471458,02/03/2022 18:07:51,1646244471413,0,02/03/2022 18:07:51,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,59,35,1,Screen 1,continueButton,response_rating_scale_likert_active,2884.0000000000146,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Dairy products and meat are delicious and I won't give them up.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,2,For,Against
38,1646244473398,02/03/2022 18:07:53,1646244473353,0,02/03/2022 18:07:53,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,12,36,1,Screen 1,continueButton,response_rating_scale_likert_active,1921.0000000000143,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"I am like a lion, you cannot deny me my protein",24/02/2022 16:50,24/02/2022 16:58,R_2a8LTgFff8HGwLo,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Strongly Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Disagree,Rarely,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,2,3,For,Against
39,1646244478102,02/03/2022 18:07:58,1646244478055,0,02/03/2022 18:07:58,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,9,37,1,Screen 1,continueButton,response_rating_scale_likert_active,4684,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"For health reasons, such as reducing carcinogens like processed meats.",24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,3,For,For
40,1646244479430,02/03/2022 18:07:59,1646244479385,0,02/03/2022 18:07:59,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,60,38,1,Screen 1,continueButton,response_rating_scale_likert_active,1310,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Being vegan is expensive,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,3,For,Against
41,1646244483691,02/03/2022 18:08:03,1646244483646,0,02/03/2022 18:08:03,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,23,39,1,Screen 1,continueButton,response_rating_scale_likert_active,4244,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't care or not believe in global warming,24/02/2022 16:53,24/02/2022 17:01,R_3kb6UAVBbutvyD6,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",NA,4,2,For,Against
42,1646244485274,02/03/2022 18:08:05,1646244485237,0,02/03/2022 18:08:05,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,38,40,1,Screen 1,continueButton,response_rating_scale_likert_active,1572,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan for environmental reasons,24/02/2022 16:58,24/02/2022 17:03,R_12SwVlFWhtN72N2,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Once or twice a year,24,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,6,2,For,For
43,1646244488585,02/03/2022 18:08:08,1646244488548,0,02/03/2022 18:08:08,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,13,41,1,Screen 1,continueButton,response_rating_scale_likert_active,3291,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't want to kill and eat animals. I want them to live a long life (love for animals),24/02/2022 16:50,24/02/2022 16:58,R_2a8LTgFff8HGwLo,YES,Yes,Confident,NA,Somewhat Agree,NA,NA,NA,Disagree,Disagree,Strongly Agree,NA,NA,NA,Agree,Somewhat Agree,Somewhat Disagree,Rarely,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,2,1,For,For
44,1646244490322,02/03/2022 18:08:10,1646244490279,0,02/03/2022 18:08:10,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,52,42,1,Screen 1,continueButton,response_rating_scale_likert_active,1710.999999999971,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,You need protein from meat,24/02/2022 16:58,24/02/2022 17:04,R_4I6IGcZhPSbxrR7,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Agree,Neither Agree nor Disagree,Disagree,Most weeks,Most days,25,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",I am very happy to fill something with this subject.,9,1,For,Against
45,1646244493857,02/03/2022 18:08:13,1646244493818,0,02/03/2022 18:08:13,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,57,43,1,Screen 1,continueButton,response_rating_scale_likert_active,3519.000000000029,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Save the Planet being vegan,24/02/2022 16:58,24/02/2022 17:04,R_4I6IGcZhPSbxrR7,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Agree,Neither Agree nor Disagree,Disagree,Most weeks,Most days,25,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",I am very happy to fill something with this subject.,9,3,For,For
46,1646244495625,02/03/2022 18:08:15,1646244495597,0,02/03/2022 18:08:15,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,21,44,1,Screen 1,continueButton,response_rating_scale_likert_active,1763.000000000029,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan because I am doing my part at trying to save the world.,24/02/2022 16:48,24/02/2022 16:59,R_2Wx4CW5Ir4FULQt,YES,Yes,Somewhat Confident,NA,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",I really enjoyed this study. It was quite thought provoking and made me realise that I do not try to shove veganism down people's throat.,3,3,For,For
47,1646244501865,02/03/2022 18:08:21,1646244501828,0,02/03/2022 18:08:21,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,18,45,1,Screen 1,continueButton,response_rating_scale_likert_active,6210,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"I can still save the planet, by advocating for the reduction of carbon dioxide.",24/02/2022 16:48,24/02/2022 16:59,R_2Wx4CW5Ir4FULQt,YES,Yes,Somewhat Confident,NA,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",I really enjoyed this study. It was quite thought provoking and made me realise that I do not try to shove veganism down people's throat.,3,3,For,Against
48,1646244505094,02/03/2022 18:08:25,1646244505064,0,02/03/2022 18:08:25,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,51,46,1,Screen 1,continueButton,response_rating_scale_likert_active,3215,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,better for the health,24/02/2022 16:59,24/02/2022 17:04,R_rjpz7nY8NySy849,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Most weeks,A few times a year,29,Female,NA,"Undergraduate degree (BSc, BA)",NA,8,3,For,For
49,1646244512510,02/03/2022 18:08:32,1646244512477,0,02/03/2022 18:08:32,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,43,47,1,Screen 1,continueButton,response_rating_scale_likert_active,7393,NA,NA,Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Capitalism has made the meat industry something strait out of a horror movie.,24/02/2022 16:54,24/02/2022 17:03,R_3Ofgy4rEZ8ZwHB1,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Most months,19,Female,NA,No formal qualifications,NA,7,1,For,For
50,1646244514856,02/03/2022 18:08:34,1646244514811,0,02/03/2022 18:08:34,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,5,48,1,Screen 1,continueButton,response_rating_scale_likert_active,2314.000000000029,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't know how to go vegan.,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,2,For,Against
51,1646244517544,02/03/2022 18:08:37,1646244517494,0,02/03/2022 18:08:37,81174,6,task-t3d4,NA,19994452,5923157,NA,complete,NA,621fb1babfe358e9a497251d,mobile,Apple iPhone,iOS 15.2.1,Safari undefined,414x896,800x339,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,42,49,1,Screen 1,continueButton,response_rating_scale_likert_active,2663,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Not eating meat and animal products will lead to vitamin and iron deficiencies.,24/02/2022 16:54,24/02/2022 17:03,R_3Ofgy4rEZ8ZwHB1,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Most months,19,Female,NA,No formal qualifications,NA,7,3,For,Against
